brand,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,total_storage_capacity,total_pixels,ppi
asus,64990,64,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,205490,72,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0,1024,4096000,215.6338544470081
asus,95300,66,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,2880,1620,windows,1.0,1024,4665600,211.81799712329794
asus,35083,53,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,54990,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,27990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,dos,1.0,512,2073600,141.21199808219862
lenovo,73900,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,3.0,512,2073600,157.3505121487356
lenovo,34990,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,34990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
lenovo,46900,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,29990,59,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,46490,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
dell,94900,71,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,2560,1600,windows,1.0,512,4096000,188.67962264113208
lenovo,52101,66,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,58499,71,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0,512,2073600,136.82653230324834
lenovo,74889,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,28750,49,amd,other,2,2,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1366,768,windows,1.0,512,1049088,100.45466986113651
dell,157990,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
dell,166490,82,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
dell,99490,59,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
dell,80020,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
hp,28206,50,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,windows,1.0,512,1049088,111.93520355955211
dell,42990,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
infinix,38990,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
dell,88980,56,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
dell,71990,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
dell,73990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
asus,27990,45,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,256,2073600,141.21199808219862
hp,73990,67,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,49490,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,45899,63,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,dos,1.0,512,2073600,157.3505121487356
hp,68489,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,63314,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,48990,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1.0,512,2304000,141.50971698084905
lenovo,31490,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1.0,512,2073600,157.3505121487356
hp,38990,47,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,64990,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,32890,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1.0,512,1049088,111.93520355955211
msi,91990,75,intel,core i7,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,512,2073600,141.21199808219862
msi,87990,75,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,1024,2073600,141.21199808219862
acer,28999,53,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1.0,512,1049088,111.93520355955211
hp,29490,50,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,False,15.0,1366,768,windows,1.0,512,1049088,104.47285665558198
hp,61990,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,76990,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,False,14.0,2880,1800,windows,1.0,1024,5184000,242.5880862528841
dell,149290,76,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,39990,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,75533,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,43000,52,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,256,2073600,141.21199808219862
dell,187990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
dell,109990,73,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,129990,75,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,81402,69,intel,core i5,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,49990,50,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
acer,58269,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
acer,56490,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,55900,50,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,92070,71,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,39990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,279990,85,intel,core i7,14,20,16,SSD,2048,No secondary storage,0,nvidia,dedicated,False,17.3,2560,1440,windows,2.0,2048,3686400,169.78089942830815
asus,104749,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1.0,1024,3686400,188.28266410959816
asus,126890,73,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,199990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0,1024,4096000,215.6338544470081
asus,131990,84,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
asus,133890,75,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
asus,154990,83,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1.0,1024,3686400,188.28266410959816
lenovo,52900,67,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,144406,73,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0,1024,2304000,141.50971698084905
asus,94990,77,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,260990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0,1024,4096000,215.6338544470081
asus,149990,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0,1024,4096000,215.6338544470081
asus,134990,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,1.0,1024,2073600,127.33567457123111
asus,60379,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,52794,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,209890,73,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,True,13.4,2560,1600,windows,1.0,1024,4096000,225.28910166105322
asus,154990,82,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
asus,69990,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,84950,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0,512,2304000,141.50971698084905
hp,69990,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,143400,70,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,512,4096000,188.67962264113208
asus,113401,75,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,2880,1620,windows,1.0,512,4665600,211.81799712329794
dell,225490,78,intel,core i7,10,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0,1024,4096000,215.6338544470081
dell,220990,83,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
hp,67400,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,64990,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,76990,69,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
msi,72990,71,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,512,2073600,141.21199808219862
acer,58990,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,32990,58,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,61490,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,105990,66,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,2880,1620,windows,1.0,512,4665600,211.81799712329794
msi,86990,73,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
asus,111439,76,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0,1024,2304000,141.50971698084905
msi,249990,86,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,2.0,1024,4096000,188.67962264113208
asus,76619,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
acer,142999,78,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
asus,93999,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,161513,84,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2880,1620,windows,1.0,1024,4665600,211.81799712329794
asus,199990,71,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,True,14.5,2880,1800,windows,1.0,1024,5184000,234.22297983037086
hp,118000,75,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,79590,66,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,63990,71,intel,core i7,8,16,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
asus,35990,56,intel,core i3,2,4,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,52990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,63190,67,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,81000,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,39990,58,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
dell,388490,82,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,3200,1800,windows,1.0,1024,5760000,229.46949688357273
hp,40100,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,368490,83,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,18.0,3200,1800,windows,1.0,1024,5760000,203.9728861187313
acer,36800,47,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,11.6,1366,768,windows,1.0,256,1049088,135.0942111925629
hp,46490,54,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,104999,65,intel,core i5,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,512,4096000,188.67962264113208
hp,47650,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,114990,66,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,512,4096000,188.67962264113208
hp,46990,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,60490,54,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,49990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,65590,56,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
realme,42990,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,2160,1440,windows,1.0,512,3110400,185.42835130957658
hp,71000,67,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,windows,1.0,512,1049088,111.93520355955211
asus,30927,45,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0,512,1049088,100.45466986113651
dell,47990,63,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,46288,56,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,124990,78,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,3200,2000,windows,1.0,512,6400000,235.8495283014151
dell,51990,63,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,58990,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,38490,59,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
acer,44994,64,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,88990,65,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1.0,1024,3686400,188.28266410959816
msi,96990,77,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
asus,31990,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,132000,73,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,115990,73,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,89990,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
hp,109990,71,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,81990,65,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,True,13.4,1920,1200,windows,2.0,512,2304000,168.96682624578992
hp,52590,60,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,91240,75,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,62990,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0,512,2304000,141.50971698084905
msi,69990,70,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,True,13.4,1920,1200,windows,2.0,512,2304000,168.96682624578992
hp,64500,75,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0,512,2073600,136.82653230324834
asus,71938,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
hp,51990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,33989,56,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0,512,1049088,100.45466986113651
asus,39790,52,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,119990,77,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1.0,1024,3686400,182.43537640433112
msi,260990,89,intel,core i9,24,24,32,SSD,2048,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,2.0,2048,4096000,188.67962264113208
asus,38980,48,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,55990,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,65190,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,512,2073600,141.21199808219862
msi,72990,71,intel,core i5,6,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
acer,68990,73,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,200090,74,intel,core i7,16,24,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
acer,77890,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,219990,84,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1600,windows,2.0,1024,4096000,193.5175616832124
lenovo,123271,78,intel,core i7,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,1920,1080,windows,3.0,512,2073600,157.3505121487356
asus,70990,63,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
msi,215990,87,intel,core i7,16,24,32,SSD,2048,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,2.0,2048,4096000,188.67962264113208
msi,171990,80,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1600,windows,2.0,1024,4096000,193.5175616832124
msi,69990,70,intel,core i5,6,12,8,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,,1280,2073600,141.21199808219862
asus,62500,56,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,68800,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0,512,2304000,141.50971698084905
hp,143824,75,intel,core i7,10,12,32,SSD,1024,No secondary storage,0,intel,integrated,True,13.5,3000,2000,windows,1.0,1024,6000000,267.07787225659183
asus,85990,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,45990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,59990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,104990,71,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,68390,64,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,97990,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,13.3,2880,1800,windows,1.0,512,5184000,255.35588026619376
asus,92990,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
asus,64990,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,74990,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,43990,53,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,44990,62,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,63990,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
